#{"t_start": 1746547430.1240034, "env_id": "None"}
r,l,t
-0.25901198,23,1709.53268
-0.2923447,37,1709.937506
-0.41342497,17,1710.125653
-0.5426706,55,1710.711947
-0.48132986,20,1710.935715
11.077408,27,1711.222521
-0.25723153,22,1711.473783
-0.268426,19,1711.697352
-0.25144273,19,1711.899594
-0.20196956,23,1712.174622
11.037771,24,1712.446677
-0.047058225,20,1712.676662
11.097045,33,1713.043656
-0.12975192,18,1713.245962
11.159817,27,1713.534946
-2.3527124,258,1716.18702
0.047542155,26,1716.472328
11.068361,24,1716.771529
11.121426,21,1716.998678
-0.4723619,30,1717.324906
0.0911392,28,1717.616732
11.039538,25,1717.884808
-0.23212332,31,1718.237796
-0.3333335,18,1718.440785
10.963568,24,1718.69677
-0.48217472,15,1718.865957
10.91802,25,1719.145929
-0.3485769,25,1719.416514
-0.446167,19,1719.619172
0.09854007,25,1719.883921
-0.14701599,18,1720.079736
-0.20727193,23,1720.32481
0.31546855,33,1720.663992
-0.23259401,41,1721.082875
-0.61648697,5,1721.151682
-0.15551692,18,1721.362587
-0.36601442,20,1721.581662
-0.56707895,19,1721.79765
-0.30365908,15,1721.969116
11.214819,28,1722.292618
-0.21355689,18,1722.506523
11.04637,31,1722.85406
0.2365678,25,1723.128757
-0.08136588,17,1723.323202
-0.10315251,17,1723.506626
-0.31230634,31,1723.826864
-0.2656098,21,1724.080459
-0.7778626,91,1728.642628
11.282208,25,1728.910267
11.262289,41,1729.359774
-0.34004682,18,1729.565954
-0.117203355,27,1729.863983
0.061789393,27,1730.153921
-0.3240434,39,1730.55725
0.0481959,28,1730.845733
-0.19049829,22,1731.080558
10.92989,26,1731.361516
11.115204,26,1731.64499
10.926475,23,1731.927386
-0.040208638,26,1732.224545
0.11532569,29,1732.537631
11.073429,28,1732.840728
-0.32715714,21,1733.084762
-0.258447,35,1733.450033
11.020903,23,1733.698689
0.027480125,23,1733.950771
-0.19826078,16,1734.145697
-0.060494363,19,1734.351639
-0.39524013,18,1734.55706
11.035097,30,1734.877923
-0.3722388,17,1735.069926
11.167229,29,1735.386993
-0.29686904,43,1735.836027
-0.23193604,22,1736.070877
0.037867486,21,1736.296134
-0.31647503,27,1736.576482
0.098917305,31,1736.921297
-0.5849129,15,1737.100625
11.039894,27,1737.410963
10.917836,25,1737.685698
-0.54039073,51,1738.220634
11.020304,32,1738.573729
11.033382,28,1738.880976
11.187091,29,1739.201902
0.108647525,29,1739.5446
-2.2114208,258,1742.215457
-0.3151269,23,1742.458694
11.265823,42,1742.888837
-0.16530317,29,1743.198894
-0.41680938,17,1743.386973
-0.17088813,19,1743.593732
11.163704,29,1743.918401
-0.31266695,46,1744.412659
-0.29017562,23,1744.654985
0.05120206,26,1744.949229
-1.0597584,31,1745.274055
-0.27482682,16,1745.454677
-0.35806054,18,1745.659836
0.12487799,21,1745.902461
-0.12420708,26,1746.180768
-0.2832142,24,1746.451343
-0.15903085,19,1746.666815
0.1065557,28,1746.959448
-0.1716572,23,1747.209162
-0.30261093,19,1747.436572
-0.12192434,18,1747.639582
0.16658175,31,1747.98912
-0.26926726,48,1748.494881
-0.7067579,31,1748.831594
-0.6682842,21,1749.054707
-1.0397208,52,1749.592599
-0.39549834,17,1749.779642
-0.27286875,42,1754.672548
-0.24903685,23,1754.919953
-0.63442826,15,1755.085745
-0.27463132,27,1755.407645
-0.025609016,37,1755.806585
11.054948,29,1756.103972
-0.27467698,20,1756.335793
-0.20580113,18,1756.537848
0.014660776,27,1756.841928
-0.98030937,54,1757.426046
-0.30280387,21,1757.650934
-0.08820778,20,1757.870502
10.9480295,24,1758.142004
0.022604823,36,1758.542728
11.216587,26,1758.822862
-0.12937701,20,1759.066632
-0.10506827,18,1759.270629
-0.2603625,26,1759.564875
-0.058307707,18,1759.759704
11.209993,24,1760.018686
-0.24129456,48,1760.559879
-0.12201679,20,1760.790528
-0.17417192,17,1760.979589
10.998621,30,1761.299352
-0.9529066,27,1761.587546
-0.1502859,36,1762.001256
11.159569,28,1762.33364
-0.08751625,27,1762.659976
11.004174,23,1762.929049
11.074955,27,1763.278988
-0.5661377,29,1763.612753
11.051111,25,1763.904022
10.9447775,25,1764.1792
-0.3012885,42,1764.632548
-0.3501385,17,1764.824071
-0.2260583,28,1765.129709
-0.46140224,22,1765.390392
-0.3402841,20,1765.609714
-0.5042576,26,1765.886096
0.17544526,23,1766.136601
0.063449085,28,1766.443799
11.248142,45,1766.911538
10.991083,25,1767.20024
11.093277,29,1767.522527
-0.12116617,22,1767.763644
10.944705,23,1768.020562
-0.111711144,19,1768.249717
-0.31741816,24,1768.511409
11.142753,26,1768.799824
-0.09641123,25,1769.105634
-0.28623378,25,1769.379295
0.14627862,30,1769.709066
0.15206736,41,1770.150672
-0.8723209,24,1770.414021
-0.42479306,39,1770.825605
-0.3945986,16,1771.004049
-0.29808003,33,1771.359884
-0.18208808,21,1771.618968
0.1665942,35,1771.984527
-0.43472713,18,1772.179307
-0.34073454,22,1772.416567
-0.3630426,18,1772.619694
-0.100617886,25,1772.891318
10.989937,28,1773.193807
-0.081623435,24,1773.476557
-0.20404756,29,1773.786063
-0.3291492,25,1774.05169
11.192483,29,1774.373939
11.193461,30,1774.699657
-0.14385027,20,1774.927422
-0.016720712,24,1775.188822
-0.029640675,20,1775.405785
-0.37701482,18,1775.620759
-0.0675351,19,1775.830023
-0.07667661,26,1776.111821
-0.21832263,34,1776.478749
11.096214,24,1776.740032
-0.33862174,82,1779.932852
-0.43388295,39,1780.363944
11.113488,30,1780.690692
-0.5712167,23,1780.962233
11.033134,25,1781.237988
0.009442985,27,1781.533972
10.9536295,24,1781.794044
-1.1467248,86,1782.704903
11.086414,26,1782.999701
-0.024337769,20,1783.220819
-0.102020204,18,1783.426827
0.09104639,30,1783.747578
-0.40597212,33,1784.104601
10.968143,26,1784.39044
-0.30248642,22,1784.636194
11.00178,25,1784.939152
-0.10040617,26,1785.220726
-0.637218,38,1785.627914
-0.28516322,23,1785.877664
11.197094,50,1786.407434
0.17773414,34,1786.771628
-0.36615747,20,1786.990573
0.108732045,22,1787.229674
-0.25705695,29,1787.539866
11.111996,27,1787.844291
11.083889,22,1788.09955
-0.32550567,23,1788.357717
-0.34622878,15,1788.530826
11.084642,26,1788.814601
-0.24264973,24,1789.091671
11.074499,30,1789.415969
-0.12698501,23,1789.67572
-0.4981471,23,1789.930794
-0.53135,19,1790.138969
-2.2442412,258,1792.830803
-0.63048387,22,1793.080967
-0.14769876,23,1793.34061
-0.09587413,25,1793.628843
-0.09475285,17,1793.831746
-0.4819344,49,1794.372834
-0.64834565,1,1794.402359
-0.42382097,18,1794.610689
11.227148,30,1794.929568
10.0,1,1794.963981
-0.24558973,18,1795.205083
0.15378606,25,1795.470846
-0.35755396,92,1796.419674
-1.2372961,35,1796.784345
11.016367,42,1797.249033
-0.4328813,18,1797.469681
11.190339,27,1797.775152
10.940574,23,1798.035731
0.14689183,31,1798.374068
-0.438367,17,1798.566621
-0.24025583,26,1798.867903
11.08358,31,1799.19269
0.10175121,27,1799.50697
11.010384,24,1799.769902
11.206065,40,1800.21374
10.896047,21,1800.451953
-2.2528772,258,1805.954052
0.17574441,24,1806.211764
0.03566605,25,1806.491542
-0.20992738,15,1806.673043
-0.029444695,27,1806.973756
0.0975855,33,1807.329685
-0.31384832,21,1807.564567
11.031654,29,1807.871696
-0.2528022,21,1808.115264
-0.031609476,25,1808.390802
-0.57776284,20,1808.612158
-0.07424849,23,1808.871824
11.2582035,47,1809.365713
-0.27008837,20,1809.592958
11.1818695,35,1809.963804
11.193633,47,1810.470731
-0.11538279,21,1810.713757
11.17951,26,1810.991975
-0.23878896,41,1811.451473
-0.16443634,19,1811.662809
11.139599,38,1812.065894
-0.47293842,18,1812.324729
11.131391,27,1812.665942
-0.43801558,18,1812.869862
-0.3178807,32,1813.210575
11.111728,25,1813.492002
0.15928113,30,1813.829862
-0.22607964,19,1814.035938
-0.10226971,20,1814.257645
-0.5481886,24,1814.529922
-0.18960422,35,1814.91556
-0.55225086,19,1815.127735
-0.17968959,24,1815.387604
10.990656,29,1815.697678
-0.40394163,19,1815.923797
11.154497,24,1816.189234
-0.6437761,1,1816.224795
11.198446,35,1816.599697
-0.8594355,55,1817.218776
-0.2690255,21,1817.456809
-0.1996541,23,1817.704945
-0.15693861,17,1817.910876
-0.43668377,19,1818.120759
-0.03391248,34,1818.491763
-0.09550649,27,1818.782868
0.028581321,21,1819.013685
-0.34057045,35,1819.395566
-1.0655135,80,1820.238019
-0.49424875,28,1820.55291
0.09593564,22,1820.796296
11.040873,25,1821.070887
-0.23681861,18,1821.274648
-0.14342743,20,1821.517735
-0.2363671,27,1821.844095
0.20257455,33,1822.197761
11.102221,32,1822.539744
-0.5239382,23,1822.801547
-0.49682075,21,1823.042599
-0.36360127,138,1824.466683
-0.5517664,19,1824.674928
-0.24987644,19,1824.886809
-0.30933887,14,1825.044719
-0.2564485,25,1825.344444
-0.6055788,17,1825.537726
-0.07767302,21,1825.764584
-0.3163243,42,1826.210576
11.1597805,30,1826.533855
11.116892,26,1826.825607
-0.32023698,30,1827.164641
-0.23779929,19,1827.375813
11.120723,24,1828.346522
0.045915842,29,1828.675684
10.924939,23,1828.923745
-0.32161987,77,1829.730608
-0.15243763,27,1830.025793
11.047254,24,1830.296884
0.079752624,24,1830.563956
11.233623,24,1830.826725
-0.1397478,19,1831.043229
11.159715,34,1831.413079
11.011061,25,1831.712041
-0.2866161,17,1831.909513
-0.14003396,19,1832.122545
-0.8251949,41,1832.583976
-0.31370586,21,1832.813813
-0.2627694,29,1833.130598
11.167855,29,1833.469785
-0.29512638,25,1833.756001
11.115095,26,1834.035603
-0.5610101,22,1834.312603
11.16889,29,1834.639125
-0.0020616055,27,1834.939499
-0.28686452,24,1835.200617
0.0975849,27,1835.504226
-0.035884917,23,1835.76689
0.2024889,26,1836.045585
-0.41476405,18,1836.246909
-0.26506037,24,1836.515202
11.152813,27,1836.812571
-0.20698684,70,1837.572019
-0.14490199,24,1837.861461
-0.26124817,24,1838.121447
0.21411926,30,1838.447695
11.067019,27,1838.743657
-0.37487268,20,1838.977824
-0.2984258,14,1839.14138
-0.310853,71,1839.890841
-0.15039098,20,1840.110817
-0.95689476,67,1840.812966
11.098081,27,1841.106759
11.064329,26,1841.449946
0.062986076,25,1841.729533
-0.20884264,23,1841.987954
11.15849,27,1842.283251
-0.35291535,17,1842.495739
-0.28087556,18,1842.69582
0.042614818,27,1842.992625
11.182429,31,1843.327186
0.09458715,31,1843.673576
-0.64513326,16,1843.881408
-0.18475276,44,1844.349758
-0.41671908,38,1844.753917
11.04425,30,1845.084842
-0.31229317,29,1845.407668
-0.22442394,21,1845.640588
-0.06461394,34,1846.001749
10.9053755,24,1846.272517
-0.12829137,18,1846.482746
-0.28171355,21,1846.715923
-0.12721801,23,1846.964266
-0.07629675,26,1847.242338
-0.23265451,26,1847.530854
-0.4783198,25,1847.801027
-0.64327586,19,1848.010699
11.034621,22,1848.250997
-0.2763378,70,1848.997856
0.10647434,24,1849.267532
-2.228199,258,1853.513679
-0.24098092,20,1853.749236
-0.09449661,25,1854.025577
-0.45011365,56,1854.621547
11.060049,21,1854.857288
-0.1593731,16,1855.046646
11.008482,50,1855.595503
-0.24225098,15,1855.768891
-0.35647255,15,1855.956801
-0.16413271,25,1856.231955
-0.096907794,25,1856.507394
-0.38138592,31,1856.844975
11.213571,29,1857.157004
0.14034766,41,1857.624784
11.228525,28,1857.947082
11.110867,35,1858.336973
-0.007470906,19,1858.563661
11.022741,24,1858.837404
11.030132,26,1859.142868
10.83648,22,1859.405679
11.056716,24,1859.684151
11.041475,32,1860.053693
-0.09203333,19,1860.299656
0.15052891,27,1860.599912
-0.24532205,23,1860.869654
10.995671,23,1861.123977
-0.027171016,19,1861.347899
11.0070305,28,1861.673703
0.15496433,30,1862.032934
-0.32450002,26,1862.334907
10.852647,28,1862.648982
-0.44766533,21,1862.893434
-0.43454105,31,1863.255963
-0.13882631,16,1863.437679
0.06819993,33,1863.79179
-0.50846064,15,1863.955981
-0.2009874,57,1864.53762
-0.26692617,22,1864.77167
-0.1866883,23,1865.028056
-0.1013875,21,1865.255912
-0.33308947,19,1865.46565
-0.0589509,23,1865.719891
-0.02262652,25,1865.985357
11.150885,25,1866.251804
-2.237954,258,1868.931056
-0.9931507,80,1869.784767
-0.32199776,29,1870.089746
-0.1638909,25,1870.365805
10.890391,24,1870.626795
-0.2086972,85,1871.532654
-0.6460311,5,1871.605988
-0.95535505,1,1871.630691
-0.22598243,22,1871.869706
11.110662,25,1872.144126
-0.3521223,31,1872.507624
0.10911018,24,1872.762597
-0.27576363,22,1872.996449
-0.19019324,24,1873.309692
-0.13936865,27,1873.605635
0.22644079,24,1873.858964
-0.5004936,19,1874.062962
-0.10811442,21,1874.291598
-0.35019618,22,1874.568917
-0.31001133,36,1878.37396
-0.10048425,39,1878.775208
-0.1443677,24,1879.037619
-0.32228225,18,1879.245633
-0.16881847,16,1879.43075
11.042333,31,1879.785777
0.062579036,28,1880.114558
10.988319,26,1880.392684
-0.29867327,28,1880.703666
-0.5217902,23,1880.974155
-0.13464499,22,1881.229374
-0.19140154,21,1881.491375
11.045291,22,1881.733781
-0.45973438,19,1881.949002
-0.13131237,24,1882.238676
-0.19034606,26,1882.522553
-0.45896196,25,1882.797348
-0.3416627,23,1883.048882
-0.0047574043,51,1883.594589
-2.1677217,258,1886.249055
11.079047,51,1886.782717
11.13771,26,1887.075124
-0.0039609075,25,1887.363733
-0.25176114,19,1887.571905
-0.29469967,23,1887.822074
0.04750508,28,1888.151279
-0.18287373,19,1888.361653
11.144571,26,1888.644725
-0.11674684,18,1888.849689
-0.06982893,20,1889.062732
11.183474,27,1889.350685
11.085155,31,1889.684621
-0.11693889,19,1889.899607
-1.025932,72,1890.651469
-0.2976923,25,1890.916346
-0.4370613,16,1891.093639
-0.06414342,28,1891.391873
10.929925,25,1891.678949
0.1589101,22,1891.925882
-0.16720116,25,1892.217764
-0.096444905,23,1892.478897
-0.09637827,24,1892.741618
-0.6122828,45,1893.219987
-1.2060828,81,1894.058883
-0.0488953,19,1894.264513
11.083986,63,1894.917657
11.146507,25,1895.199837
10.956503,22,1895.450923
-0.09112555,26,1895.73296
-0.16300333,18,1895.932275
-0.31657648,30,1896.248677
-0.20081836,23,1896.490693
-0.18036091,28,1896.790454
-0.5061101,25,1897.06084
11.214335,29,1897.379843
-0.48096764,16,1897.575587
-0.15247214,21,1897.801448
-0.19028956,18,1898.003288
-0.21476138,23,1898.273424
-0.31038487,24,1898.561708
11.198376,30,1898.879477
-0.15041459,23,1899.154827
-0.20764142,18,1899.348803
-0.22837156,24,1899.615767
-0.32068932,26,1899.897794
-0.31465125,36,1900.305984
-0.3857326,16,1900.492902
11.057136,31,1904.276815
-0.35525364,16,1904.501746
0.098952115,30,1904.849338
-0.23404014,93,1905.811055
-0.38276082,35,1906.197877
11.104584,24,1906.45399
-0.32369483,31,1906.790144
-0.3161525,72,1907.571762
-1.1427647,100,1908.662845
-0.57693696,21,1908.900956
-0.18716264,26,1909.188846
-0.30275732,15,1909.351966
10.965884,24,1909.614539
10.952308,23,1909.91261
0.01456058,28,1910.249802
0.08576912,24,1910.53756
-0.09196895,18,1910.812959
-0.25252974,21,1911.075837
11.105361,35,1911.472469
-0.08139217,19,1911.720688
-0.08728224,24,1911.980825
0.25011557,33,1912.354066
-0.15793878,21,1912.586659
0.104495764,38,1912.999011
-0.18049872,26,1913.280924
0.045879126,25,1913.597611
-0.10166794,24,1913.858129
0.13760817,33,1914.205
-0.14309871,22,1914.439208
-0.23282433,21,1914.675009
-0.14444232,29,1915.015926
-0.1875894,26,1915.345538
-0.11099893,21,1915.586551
-0.24599189,19,1915.797522
0.228131,25,1916.069708
-0.2604637,26,1916.365629
-0.20927662,23,1916.623346
0.11577642,28,1916.948795
11.138111,26,1917.247747
-0.2551034,26,1917.539995
-0.14525193,17,1917.739638
-1.0080959,64,1918.407601
-0.21259731,34,1918.784649
-0.486347,15,1918.948702
-0.2853297,26,1919.233991
-0.84691644,31,1919.58775
-0.25426072,21,1919.811042
-0.13487232,18,1920.016049
-0.33748847,20,1920.25365
-0.5654303,20,1920.475503
-0.36755687,30,1920.813554
-1.3348008,36,1921.237556
11.060809,24,1921.521986
-0.20823091,18,1921.774546
-0.110794365,19,1921.991809
11.122332,26,1922.281998
11.004827,27,1922.599183
10.955637,23,1922.877794
-0.475868,56,1923.486588
10.978905,25,1923.75959
-0.37999016,17,1923.986784
-0.2670573,17,1924.193635
11.295231,43,1924.669034
-0.49180973,22,1924.928115
-0.26986104,18,1925.139179
-0.35353225,15,1925.309842
10.891646,23,1925.560996
11.054382,24,1925.83897
11.099591,27,1926.135171
0.1876167,39,1926.563449
-0.04188192,27,1926.847975
-0.068071306,23,1927.104826
-0.29515064,17,1927.321693
0.13013947,31,1932.015264
-0.17471969,25,1932.289705
11.168649,25,1932.576636
-0.18098712,22,1932.856851
-0.1646834,19,1933.070708
0.16434556,22,1933.323938
11.17324,23,1933.577564
-0.20038795,17,1933.769103
-0.14147788,30,1934.085687
-1.1135638,90,1935.075725
0.11854559,25,1935.343589
11.106437,47,1935.866878
-0.28494835,27,1936.172601
-0.90826535,23,1936.465784
-0.54242706,14,1936.627001
-0.4500205,22,1936.872717
-0.08524984,22,1937.149947
-0.19669968,23,1937.425629
-0.30060595,25,1937.70391
-0.32884556,15,1937.869148
11.097567,24,1938.150915
-0.18685299,22,1938.399463
11.094277,28,1938.723513
11.025636,26,1939.012537
0.2520399,30,1939.354984
-2.1519384,258,1942.33367
-0.29720134,28,1942.681908
-0.3836069,25,1942.993507
-0.083871126,19,1943.230993
-0.041030705,22,1943.501421
11.152824,26,1943.882164
-0.9030366,48,1944.429527
11.070674,32,1944.81568
-0.036815405,19,1945.027616
-0.13010085,17,1945.224895
-0.23854649,16,1945.407665
-0.20479137,36,1945.828034
-0.043558836,20,1946.056556
-0.15388364,21,1946.302699
11.235038,45,1946.828551
11.012299,33,1947.253647
-0.7817029,32,1947.630885
11.047198,33,1947.995883
-0.5580692,23,1948.259816
-0.35816902,15,1948.43176
-0.6409993,21,1948.669967
11.099907,34,1949.070003
0.097664,29,1949.395885
11.056905,31,1949.733423
0.13534027,38,1950.144024
-0.13806194,24,1950.414606
-0.40478545,16,1950.597754
11.101732,22,1950.842593
10.990375,24,1951.119198
-0.0639078,21,1951.376855
0.10125941,29,1951.703902
0.019271612,24,1951.959942
-0.12728304,19,1952.193582
10.930894,26,1952.483899
0.20239723,31,1952.839528
-0.39665717,17,1953.025645
-0.008575797,28,1953.331812
-0.56431746,18,1953.529967
-0.2651863,26,1953.851022
11.084132,33,1954.208961
-0.45043743,30,1954.664788
0.022010386,25,1954.984768
-0.16133124,22,1955.236861
-0.14696944,21,1961.067522
-0.6304306,20,1961.40359
-0.30565935,39,1962.047524
-0.2858315,23,1962.423717
11.186889,26,1962.86317
-0.3060671,19,1963.189626
-0.18282765,27,1963.656007
-0.21199334,22,1964.017605
-0.2824785,23,1964.41964
11.015948,35,1964.997546
10.954028,29,1965.486613
-0.2527362,45,1966.26138
0.1505509,25,1966.704776
-0.18558854,23,1967.093743
0.08780819,28,1967.565577
-0.15083086,19,1967.884726
-0.7649417,35,1968.479925
-0.792409,26,1968.911713
-0.04743719,19,1969.246905
0.103833675,34,1969.81198
-0.4752075,15,1970.060963
11.204899,30,1970.563818
-1.000229,74,1971.764812
11.0514145,28,1972.229989
-0.21790195,26,1972.675264
-0.26429087,20,1973.0203
-2.2351017,258,1977.281422
-0.5741966,20,1977.623303
-0.29892278,24,1978.027892
11.033094,26,1978.457946
-0.19165945,24,1978.873025
11.122265,27,1979.343987
-0.61213934,19,1979.6997
-0.4390506,15,1979.966693
-0.44177234,22,1980.366918
-0.18327218,43,1981.112992
-0.03581339,25,1981.519128
11.015895,26,1981.951638
-0.3092543,20,1982.299577
-0.22731,22,1982.672019
11.213867,46,1983.418869
-0.26628977,34,1983.993717
-0.43341142,21,1984.343739
0.08026785,30,1984.84551
-0.20348895,15,1985.100996
-0.14576858,26,1985.538932
-0.1632961,27,1985.993297
-0.54923624,20,1986.333807
10.952086,26,1986.774758
-0.49879032,40,1987.436752
11.073998,25,1987.852689
-0.50837684,19,1988.177675
11.11376,43,1988.875662
0.108627975,21,1989.229697
11.082611,24,1989.632612
-0.20322055,19,1989.959602
-0.21437126,22,1990.32292
0.045423687,24,1990.727602
-0.053382218,28,1991.189734
-0.24525946,23,1991.590635
-0.0840593,26,1992.0297
-0.44435742,15,1992.286644
-0.30113953,20,1992.622752
-0.23482937,20,1992.959509
-0.18411404,28,1993.433518
11.048111,25,1993.851148
-0.9163319,27,1994.309113
-0.2731307,25,1994.738897
-0.3177638,18,1995.042952
0.14535874,35,1999.341348
-0.3526492,30,1999.890955
-0.21534318,26,2000.353862
-0.16420501,23,2000.741016
10.995422,24,2001.163615
-0.4960073,22,2001.538806
11.096994,28,2002.019813
-0.29990518,14,2002.271668
0.1590867,25,2002.699917
-0.16350353,22,2003.069021
10.98769,27,2003.529558
10.941977,26,2003.996175
-0.4051448,18,2004.326738
-0.4583068,18,2004.654853
-0.05649972,24,2005.057547
0.070509374,22,2005.429705
10.940999,25,2005.858698
11.01347,28,2006.33261
0.07908559,32,2006.875868
0.03593701,27,2007.336375
-0.1920461,18,2007.633976
11.089369,22,2008.012697
-0.00892204,24,2008.440747
10.916557,22,2008.821679
11.038015,28,2009.295968
-0.12956697,16,2009.577623
11.000692,26,2010.010706
11.055459,26,2010.467029
-0.5258837,17,2010.773703
11.102264,30,2011.276529
0.021411598,25,2011.699733
11.2028055,28,2012.168712
11.101923,22,2012.544559
-0.69433236,22,2012.926062
-0.14539361,18,2013.240685
11.119322,25,2013.656968
-1.1526024,100,2015.299105
-0.2822935,22,2015.668147
0.01010251,30,2016.167683
0.0987739,26,2016.605261
-0.00365448,27,2017.062727
11.03339,33,2017.627739
-0.51547563,18,2017.939699
-0.27721006,14,2018.174689
-0.09050375,19,2018.496711
