#{"t_start": 1746547430.1240034, "env_id": "None"}
r,l,t
-0.015952706,19,721.186553
-0.4475767,54,721.67465
11.151003,74,722.350559
-0.22885364,27,722.620627
-0.5611539,39,722.962691
-0.08087933,24,723.179754
-0.41484743,21,723.374872
-0.42078894,25,723.606889
11.133725,26,723.847858
-0.6855453,26,724.097707
-0.07914519,21,724.287592
-0.064736545,30,724.571011
-0.2346034,14,724.704967
-0.85647976,16,724.859632
-0.3747148,29,725.139407
0.30633688,32,725.457536
11.249285,42,725.832981
-0.35963184,22,726.056117
-0.89239717,40,726.43769
11.209622,30,726.71288
-0.21138859,18,726.887012
11.225318,28,727.14107
-1.094844,45,727.549127
-0.13529843,30,727.815444
-0.5190564,18,727.986995
-0.29726595,35,728.301881
-0.30514437,64,728.893733
-0.17113382,17,729.056713
-0.015637636,30,729.319593
11.393726,29,729.612139
-0.3901531,17,729.776556
11.372743,31,730.056727
11.299122,33,730.373638
-0.4987833,35,730.706822
-0.75228137,16,730.858822
-0.7065158,27,734.973506
0.1876601,24,735.191541
-0.10580474,18,735.377272
-0.34455365,25,735.607413
-0.50910145,28,735.885607
0.19736648,23,736.101805
-0.7270109,24,736.344793
-0.20278198,20,736.529877
-0.20658112,35,736.844017
11.267086,27,737.097651
-0.28157943,15,737.259217
-0.16900498,15,737.41066
-0.43599927,16,737.569928
-0.011175394,19,737.780567
-0.430786,15,737.921957
-0.5277502,26,738.154974
-0.07324672,19,738.338254
-0.5872908,15,738.48963
-0.34994143,18,738.659824
-0.019156575,18,738.844669
-0.49309176,65,739.419715
0.06925368,31,739.703723
-0.3299033,32,740.012746
-0.3139606,58,740.531669
-0.01385355,19,740.712112
-0.3627512,16,740.893584
-0.5218216,34,741.199575
-0.10641754,23,741.415801
-1.0648794,26,741.659172
-0.85876644,34,741.966672
11.245502,22,742.172851
0.10468078,30,742.450605
-0.055348635,30,742.741729
-0.2778489,53,743.221951
11.298802,25,743.446895
0.029541373,21,743.667709
-0.55679685,48,744.09191
0.046943307,27,744.351656
-0.53181994,31,744.641741
-1.0625799,32,744.943653
-0.88513684,29,745.213575
11.179472,35,745.5336
-0.50325096,15,745.677222
0.13021255,26,745.912439
0.13223767,29,746.174324
-0.2849869,27,746.413559
11.129381,25,746.649186
-0.14724576,18,746.827518
-0.44762224,54,747.309948
-0.19954205,31,747.6234
-0.23323256,16,747.775739
-0.89894557,32,748.06949
0.24790585,35,748.394867
-0.11104965,35,748.71661
-0.21947974,29,748.979766
11.3947,25,749.210712
11.21618,40,749.579577
11.271277,24,749.802639
-0.35910946,22,750.015357
-0.21522164,27,750.25571
-0.34040684,15,750.40176
-0.3487174,27,750.654887
11.279495,31,750.933988
-0.12914574,30,751.217547
-0.57008797,30,751.509891
-0.51462144,19,751.687559
-0.4056738,92,752.495507
-0.34845728,25,752.744722
0.06298339,30,753.035114
-0.25567317,18,753.207758
-0.20440012,25,753.434821
-0.82472754,31,753.752274
-0.2411623,17,753.928779
-0.09613001,27,757.996009
0.06737232,28,758.249764
11.409368,26,758.491724
-0.4221195,31,758.782597
11.134787,35,759.096812
-0.79279447,26,759.346363
11.411149,26,759.613949
-0.4259746,25,759.843715
-0.6989618,24,760.066741
-0.35455382,17,760.236747
-0.21068144,16,760.404031
-0.2180472,37,760.748886
-0.7980546,30,761.037097
-0.32795525,21,761.227802
-0.5106564,18,761.395916
-0.101227164,18,761.571869
-0.28415823,39,761.957071
-0.24445891,28,762.247626
11.1404,26,762.517124
-0.21840411,26,762.751808
-0.52588147,21,762.948055
-0.102680266,24,763.168059
-1.2127323,128,764.28708
-0.539734,35,764.614646
-0.049583495,18,764.784565
-1.1294932,28,765.045938
11.090065,23,765.261974
-0.42980605,27,765.514654
11.238629,23,765.755728
-0.33640456,40,766.115041
11.131103,25,766.354358
0.021470547,24,766.578744
-0.31314552,26,766.815595
-0.1486299,22,767.034605
-0.22992778,31,767.325995
11.293312,24,767.58575
-1.0780423,52,768.053569
11.148889,79,768.773067
11.158223,27,769.040567
11.103519,29,769.311771
11.305522,28,769.584616
-0.31572187,30,769.862014
11.372974,26,770.102126
-0.46053517,57,770.637372
-0.008891702,18,770.81661
-0.004305005,23,771.029756
-0.006799817,25,771.257226
-0.086752534,30,771.552318
-0.36774337,18,771.722545
-0.43650872,16,771.878784
0.086993575,30,772.17336
-0.39195156,17,772.340744
-0.2635635,18,772.516836
-0.27133763,40,772.885576
-0.16868156,18,773.084725
-0.16043544,29,773.350323
-0.4825148,16,773.506941
-0.31021494,16,773.661871
0.041547537,30,773.935704
-0.2907942,21,774.133989
-0.21383268,29,774.404578
11.143847,31,774.692453
-0.6840684,18,774.869658
-0.28284287,19,775.050791
-0.24793404,51,775.507877
11.115812,35,775.854585
-0.18930387,31,776.184533
-0.5947977,16,776.365005
-0.28058064,27,776.62389
-0.20193952,18,776.802757
-0.38499182,13,776.937881
11.302592,27,777.18886
-0.11903238,18,781.091788
0.08466041,24,781.305255
-0.8308892,35,781.624902
-0.08946651,19,781.802709
-0.14864057,31,782.092216
11.278237,38,782.434991
0.002537489,25,782.672119
11.117865,24,782.889661
11.272142,30,783.170348
0.15128863,32,783.466223
-0.13118547,62,784.020958
-0.7541384,21,784.219638
-0.332873,28,784.475518
-0.3853873,19,784.655792
11.180795,27,784.915751
-0.8848497,39,785.273701
0.072164655,26,785.517777
11.124662,25,785.74883
-0.3477441,18,785.924965
0.07226622,20,786.111063
-0.07703513,23,786.33157
-0.34285653,24,786.55059
-0.2112838,16,786.704687
-0.045617998,27,786.952252
-0.24048221,30,787.22993
-0.7310851,29,787.495084
-0.09287685,30,787.769817
0.07514095,23,787.984828
-0.34825975,27,788.23294
-0.22473794,64,788.82667
-0.1655944,17,788.995619
-0.28224623,25,789.226664
-0.10182822,17,789.391843
-0.44775993,18,789.574961
-0.39638644,17,789.739655
11.350037,29,790.018981
11.366346,27,790.294663
-0.41094404,19,790.47641
0.07673144,24,790.70208
-0.49639267,17,790.868772
-0.2826408,41,791.25763
11.305357,30,791.535666
-0.4261849,19,791.721564
-0.4047898,31,792.005905
-0.07909721,21,792.20062
-0.1905675,16,792.357196
-0.32616776,18,792.525675
-0.35581833,27,792.778561
-0.063694954,19,792.960659
-0.34240848,22,793.164729
0.0977695,27,793.419936
-0.28005266,22,793.631703
-0.019035578,29,793.895894
-0.20201862,32,794.190531
-0.25876766,15,794.335616
-0.30867642,18,794.507999
-0.67596054,4,794.562869
-0.23468018,25,794.797009
-0.3041234,26,795.037943
-0.19019675,19,795.220638
-0.32690918,28,795.48095
-0.26125276,28,795.742575
11.013692,25,795.97191
11.342604,26,796.21954
-0.314889,19,796.407597
-0.5082493,18,796.582188
11.036228,26,796.821538
-0.034418464,20,797.043195
11.076875,24,797.264868
-0.33573735,47,797.713803
-0.7044364,37,798.04778
-0.11084157,20,798.240707
11.135398,25,798.4809
0.080449104,34,798.817733
-0.20393413,22,799.032184
-0.34371495,19,799.221262
-0.30963314,67,799.821726
-0.20168006,28,800.082591
11.272919,28,804.202653
-0.15232861,18,804.380692
-0.6807953,30,804.662468
-2.585733,258,806.99082
-2.5790055,258,809.315026
-0.32674265,16,809.468005
0.11413884,30,809.745993
-0.1555373,18,809.939882
-0.147663,20,810.127814
-0.23327923,23,810.3442
11.203678,19,810.530093
-0.43197393,20,810.722528
11.241446,28,810.980704
11.287292,31,811.273843
-1.0347066,24,811.504677
-0.043445468,21,811.70186
-0.11072445,26,811.964702
11.216382,40,812.405371
-0.086738825,33,812.743713
-0.016727746,26,813.002781
0.04739988,30,813.280886
11.020017,136,814.490818
0.07048476,21,814.69471
-0.26286888,34,815.002702
-0.38820678,34,815.318969
11.200684,27,815.591668
-2.5968041,258,817.884613
0.02341187,28,818.178768
-0.2189703,17,818.351004
11.232,26,818.606607
10.970255,126,819.739699
11.2175865,23,819.967525
-0.22751689,29,820.260533
-0.09125471,18,820.440612
-0.4004206,27,820.713317
-0.37295926,26,820.976763
-0.75706404,26,821.229638
0.21085596,26,821.48665
-0.39551622,16,821.662667
0.14482862,25,821.915534
0.17129982,26,822.159784
-0.2833501,26,822.400917
-0.3420719,24,822.626009
11.049932,34,822.944111
-2.6063135,258,829.057751
11.235079,23,829.291684
11.111841,33,829.605011
-0.6269412,18,829.780809
-0.61298823,17,829.946548
0.0115350485,26,830.196717
-0.23775226,75,830.866987
-0.19493854,33,831.167821
-0.42670757,21,831.364578
-0.39050478,20,831.567211
-0.25589216,17,831.729948
0.024000168,26,831.971892
-1.1737417,57,832.512619
-0.5126041,33,832.821622
11.241998,28,833.079823
11.400991,28,833.358896
-0.53425723,21,833.559532
11.29502,26,833.807245
-0.3303553,18,833.980886
0.03465295,32,834.296636
-0.56601125,30,834.607795
0.034700453,36,834.951843
-0.15847999,25,835.200729
-0.4310624,57,835.733027
-0.06869459,24,835.961122
-0.30460984,24,836.204518
-0.51285607,33,836.505785
-0.3135059,24,836.73737
-1.0532805,27,836.994562
-0.32899338,14,837.132826
-0.4038512,16,837.28517
11.320597,33,837.597963
-0.57370913,14,837.74454
-0.59989035,14,837.882831
0.06160605,27,838.137708
-0.23809439,23,838.362646
-0.32968956,18,838.536478
11.246191,32,838.840522
-0.2850743,18,839.014704
-0.24659294,27,839.26652
-0.16942638,23,839.480719
-1.0068944,30,839.759676
-0.59905016,17,839.941808
-0.40017194,15,840.085727
11.099567,26,840.325001
-0.22126925,25,840.564656
-0.4800688,19,840.752918
11.078048,26,841.02175
-0.49872547,21,841.222799
-0.23046339,26,841.464049
-0.19863534,18,841.637607
-0.37795907,28,841.911597
-0.7352324,15,842.059617
-0.73391026,29,842.33055
11.0263815,25,842.586723
11.136151,27,842.843539
-0.6626507,15,842.998693
-0.13995892,26,843.243816
11.426479,30,843.516437
0.17579937,33,843.860722
-0.7860952,18,844.049994
0.04346192,21,844.254728
-0.05090761,24,844.486859
0.054804325,26,844.740716
-0.111189485,25,844.991707
0.00095295906,20,845.181606
-0.17530847,26,845.425924
-0.66755784,19,845.60871
-0.31644517,41,845.979609
-0.42989236,19,846.159091
11.142408,29,846.439936
-0.32037687,29,850.495806
11.293915,30,850.769524
11.2510605,24,851.056834
11.113793,25,851.294603
-0.17876083,19,851.485539
-0.21042228,16,851.642222
-0.35825562,48,852.078791
11.2909355,25,852.31873
-0.60747606,20,852.520185
0.09993231,33,852.830855
-0.45029593,24,853.080731
-0.12808639,17,853.244687
-0.759257,23,853.461692
0.082169056,31,853.774792
-0.6318872,25,854.021687
11.277426,23,854.260552
11.139168,26,854.508713
-0.22611684,31,854.80273
-0.22429287,23,855.017778
11.223439,21,855.219768
-0.18477654,18,855.398007
0.02457261,29,855.667959
-0.52338696,35,856.006975
-0.37377757,17,856.171596
0.17358804,30,856.470688
0.17898154,34,856.779956
-0.40080762,26,857.02877
11.380359,28,857.316732
-0.33722585,18,857.491762
-0.66777456,35,857.832976
-1.0525863,54,858.33996
0.1049304,33,858.65983
11.241301,31,858.949667
-0.21132016,26,859.211515
-0.593903,20,859.403837
-0.16592634,17,859.604476
-0.22739619,29,859.872866
0.060947478,29,860.142807
-0.11431134,16,860.304677
-0.61470133,41,860.702618
-0.26849836,25,860.940772
-0.56820446,27,861.195727
0.019924521,26,861.44106
0.1021356,26,861.688816
-0.1257596,28,861.960567
-0.17673087,24,862.21189
0.02911508,24,862.441314
-0.23312187,18,862.613968
-0.40032482,22,862.822651
-0.18213427,23,863.044945
-0.30681837,31,863.332824
-0.28571755,21,863.532676
11.337178,25,863.772527
0.12038624,38,864.130467
-0.2822532,37,864.477664
0.030884683,26,864.733792
-0.16350907,28,865.012688
-0.2626245,27,865.277867
0.19951975,27,865.537971
-0.25389194,23,865.767763
0.0461756,28,866.027517
-0.29023212,28,866.291595
-0.053379714,20,866.492364
-0.2271238,26,866.737602
-0.21652019,16,866.897983
-0.2667439,17,867.065305
-0.6137923,41,867.46222
11.29416,27,867.731947
-0.08640653,20,867.936618
11.066474,25,868.19368
-0.17314923,18,868.372657
-0.43102002,31,868.662717
-0.4384145,18,868.837128
11.209818,21,869.04158
-0.08592284,29,869.313789
-0.018747747,19,869.494595
10.989122,27,869.75291
-0.49753463,19,869.941986
-0.30435544,19,870.129681
-0.1073333,20,873.976601
-0.22204643,17,874.136952
-0.119134724,30,874.419934
-0.08334631,16,874.578905
11.082739,30,874.874477
-0.29489928,28,875.139117
-0.22769272,18,875.314716
-0.37020057,28,875.575051
-1.0786119,22,875.790136
-0.03484261,22,875.997542
-0.15531677,19,876.183566
-0.22093713,25,876.419041
0.0540244,21,876.621179
-0.21490365,22,876.833186
-0.09868896,27,877.086555
-0.17699099,24,877.314571
11.165824,34,877.637836
-0.11824608,18,877.832483
-0.33200175,18,878.008523
11.23734,30,878.311552
-0.40545416,43,878.704686
-0.79836607,35,879.026885
-0.29572225,24,879.252894
-0.3578735,25,879.487316
11.096692,31,879.77468
-0.1422965,24,880.008034
-0.40722305,26,880.260816
-0.28520107,47,880.697391
11.255897,30,880.994365
-0.22569472,18,881.194778
-0.23113465,17,881.376847
-0.22458547,23,881.611825
-0.24050939,99,882.514832
-0.23717993,27,882.787515
11.041061,27,883.037708
-0.3014372,28,883.303966
-0.2599643,24,883.531384
11.253114,23,883.749899
11.215164,29,884.026321
11.199951,21,884.235909
-0.45530498,16,884.413534
-1.1763235,60,884.960625
0.018808663,31,885.252921
-0.28142285,15,885.398756
11.179782,41,885.808049
0.16459519,31,886.127555
-0.05896324,20,886.317575
-0.19730604,24,886.547683
-0.20507824,22,886.760358
-0.2850129,25,886.997356
11.231419,24,887.246896
-0.5060642,31,887.571514
-1.0291884,40,887.944734
-0.2224167,17,888.135739
-0.33390832,18,888.311825
-1.0103562,55,888.814742
-0.24718976,22,889.024801
-0.104013026,27,889.275694
-0.31008828,24,889.501709
11.046563,32,889.804095
-0.18557477,18,889.990719
0.060881615,24,890.222599
-0.56149447,27,890.504587
0.011158705,29,890.784839
-0.15701115,17,890.959014
-0.5145194,20,891.157595
-0.040028214,18,891.332677
11.120525,37,891.692735
-0.24059606,24,891.928771
11.378085,30,892.213801
-0.3182733,23,892.443853
-0.6915894,31,892.744946
-0.16652519,19,892.931556
-0.34523004,19,893.118016
-0.32173288,23,893.341608
0.07355207,29,893.620829
-0.31199986,52,897.884274
-0.79809034,25,898.121403
-0.29037225,28,898.3926
0.06901014,26,898.650634
-0.1608668,28,898.914565
-0.22952688,31,899.226709
11.165066,30,899.509774
0.08286196,30,899.797949
11.234674,24,900.029955
11.212011,37,900.379481
-0.06563282,32,900.690533
-0.045622766,18,900.866877
-0.39175248,13,901.004706
10.986391,25,901.252738
-0.30293888,26,901.543664
-0.0948261,26,901.816499
-0.18579924,25,902.093629
-0.045874417,20,902.312938
11.300606,24,902.575796
-0.51653296,15,902.740601
11.318022,26,902.999519
11.294498,25,903.256945
-0.06871611,23,903.502255
0.20357853,22,903.737099
-0.26947773,17,903.906952
-0.47512883,18,904.092545
-0.2220571,26,904.343813
-0.34927982,27,904.616844
-0.2408989,35,904.963746
-0.6094023,18,905.156598
-0.054949164,29,905.429554
0.09968066,22,905.639076
-0.08087337,24,905.886754
-0.2667402,30,906.19644
-0.65723675,28,906.472998
-0.34705877,17,906.647487
-0.1685167,20,906.867634
0.10524833,31,907.15603
-0.29449338,18,907.336737
11.208795,23,907.572973
-0.2415933,53,908.105002
11.221102,24,908.334704
-0.29501086,19,908.53535
-0.798386,19,908.724292
11.192331,37,909.071577
0.07680833,57,909.613584
11.300615,28,909.877613
-0.117028475,21,910.081869
-0.3762058,21,910.303888
-0.5202937,19,910.489141
-0.47790056,99,911.381638
-0.010282218,19,911.572957
-0.24483573,27,911.849946
-0.35617203,18,912.05088
-0.29197013,27,912.303864
-0.06971198,20,912.497447
0.24042952,25,912.742327
-0.4216202,18,912.919818
11.048679,29,913.205957
11.336252,31,913.514765
-0.25756294,16,913.68292
-0.3929456,30,913.967651
-0.6095003,23,914.199928
-0.84827507,26,914.457275
0.07007223,28,914.741609
-0.83793116,33,915.054862
-0.061787605,16,915.218998
-1.0358255,45,915.656102
-0.123175144,23,915.90691
-1.1983206,77,916.6669
-0.27873045,30,916.9449
-0.52671945,21,917.146519
-0.006775379,29,917.421662
11.167846,38,921.758983
-0.18114388,25,922.012804
11.271257,28,922.284775
11.106173,34,922.628946
-0.69659364,1,922.660757
11.170566,24,922.907595
-0.25954175,27,923.200644
11.084402,91,924.034609
-0.17133641,37,924.388846
-0.37744486,15,924.54072
-2.3568153,258,926.91216
-0.23722875,23,927.146677
-0.11337149,24,927.376548
11.051963,33,927.735521
11.136094,26,928.019956
11.306046,26,928.29283
0.11861527,26,928.549462
10.974631,22,928.76761
-0.24257004,24,929.004899
-0.32146132,19,929.190769
11.171503,32,929.495631
-0.18582058,19,929.692424
11.382001,23,929.921652
-0.9783448,40,930.305504
-1.0786242,68,930.94387
-0.2872877,69,931.5791
-0.18296641,29,931.855703
0.09929663,21,932.060777
-0.23057324,61,932.623644
-0.027374089,29,932.899538
11.037975,24,933.146949
-0.27882564,18,933.327181
11.058464,24,933.5816
-0.40190953,22,933.797762
11.243345,32,934.098092
-0.20503569,19,934.290781
-0.20358044,17,934.454995
11.190567,32,934.759949
-0.37430853,26,935.016513
-0.52323484,19,935.203102
0.1274733,21,935.411502
-0.96784586,53,935.937916
-0.8905013,59,936.483317
-0.28315955,17,936.660016
-0.08371979,29,936.971757
-0.068887115,30,937.265701
-0.37728024,35,937.632724
-0.27855724,28,937.936683
11.100576,25,938.19501
-0.2891389,19,938.399888
-0.06992179,23,938.646682
0.18570566,28,938.917957
0.14845598,31,939.212574
-1.0173268,24,939.445907
11.130169,29,939.725513
-2.4741178,258,945.754933
0.20634985,27,946.014664
-0.3861993,58,946.54708
-0.090610325,19,946.742966
-0.09755069,18,946.947722
-0.903744,45,947.375422
-0.31030458,32,947.69162
0.23240018,28,947.962751
-0.23149896,18,948.145283
11.323527,26,948.395694
11.214785,22,948.617736
-0.21340656,25,948.892653
-0.050319612,22,949.105429
-0.40306383,17,949.281833
-0.34662074,15,949.441638
11.0012455,32,949.757628
-0.34747654,20,949.982893
11.072447,26,950.240949
-0.19655299,17,950.431778
-0.30728906,21,950.649961
-0.44347543,27,950.91567
-0.24085218,16,951.127814
11.25813,26,951.38891
-0.31295592,19,951.602624
-0.24866074,40,951.984543
-0.14652503,15,952.143919
-0.1556524,27,952.419884
-0.18049896,15,952.59108
-0.35267335,18,952.777069
-0.30580366,20,952.975368
-0.16589773,25,953.215911
11.288134,26,953.47061
11.310329,20,953.676624
-0.019089043,20,953.887573
10.978754,23,954.14587
-0.29158002,19,954.384588
-0.46491426,23,954.635976
-0.40088397,23,954.877587
11.227536,21,955.110568
0.19331872,21,955.355742
-0.34122068,18,955.564337
-0.2573896,23,955.816917
0.13636565,26,956.093818
-1.0332078,41,956.517977
-0.29841745,16,956.674695
11.075275,29,956.957494
-0.25732803,20,957.160646
-0.12062836,21,957.369645
-0.3601672,24,957.602756
-0.011539876,24,957.852921
-2.3061762,258,960.472665
-0.21839517,44,960.937891
-0.28630292,29,961.221647
-0.25119168,29,961.524887
11.272901,30,961.818851
-0.24055165,19,962.019225
11.190258,24,962.381675
-0.46409917,19,962.67215
-0.54313517,27,963.153699
11.139461,28,963.579709
-0.31480646,29,964.03463
11.209392,23,964.387779
0.032351017,29,964.83815
0.0131313205,25,965.210654
-0.296735,44,965.876755
0.029346585,31,966.352892
-0.12531191,21,966.667298
-0.4665321,28,967.085512
11.140556,32,967.573535
-0.04900253,23,967.936656
-0.13540465,17,968.205703
-0.14111102,27,976.41701
11.049299,24,976.733469
-0.34209102,22,977.108005
-0.5132048,145,978.657672
-0.29642767,26,978.969794
11.140621,30,979.287471
-0.2860766,17,979.517074
-0.06382984,27,979.85588
-0.30824208,35,980.331893
-0.50621635,22,980.569897
-0.5411008,29,980.869689
-0.7764511,21,981.087636
-0.44352347,25,981.336046
10.937083,30,981.65785
-0.33778405,42,982.064464
-0.69627976,25,982.321537
-0.3137958,13,982.468844
-0.33126926,14,982.617093
-0.25010413,17,982.801594
-0.14303434,22,983.014952
-0.19896972,22,983.235187
11.2614565,26,983.482248
0.027838826,34,983.8051
0.073025584,30,984.126643
-0.32867098,35,984.562946
0.07182753,37,984.996353
-0.30490166,84,985.947505
-0.66959137,32,986.365637
-0.35743856,15,986.545832
-0.5420376,16,986.733877
-0.73843074,19,986.939857
-0.24550003,26,987.243528
-0.7666116,23,987.464335
-0.60396993,17,987.633682
-0.23706204,25,988.007411
-0.24244416,23,988.3636
-2.6178503,258,992.195727
11.148592,37,992.751699
-0.34333932,25,993.134849
11.003732,28,993.573662
-0.29241693,45,994.26337
11.074185,27,994.685808
-0.35116094,16,994.963643
-0.19022512,18,995.266478
-0.36652058,25,995.689139
-0.26757008,21,996.033832
11.062349,26,996.449973
-0.71685433,25,996.855714
-0.16940099,16,997.101685
-0.030156016,29,997.544877
0.10587525,22,997.883675
-0.44108272,19,998.169982
-0.036374867,21,998.488662
11.108381,26,998.885857
-0.12943071,17,999.166906
11.185024,27,999.577757
-0.019264996,28,1000.004366
-0.51534915,18,1000.285619
-0.3695649,13,1000.496789
-0.23375034,21,1000.819766
11.217984,46,1001.516788
10.0,1,1001.547789
-0.16058958,22,1001.891517
-0.1303522,27,1002.306815
11.257802,26,1002.710893
11.145511,22,1003.07975
11.094612,54,1013.624989
-0.65217876,18,1013.926444
-0.18905485,25,1014.322681
-0.3312227,23,1014.687671
-0.64862037,39,1015.287568
11.331476,32,1015.790743
-0.38773412,22,1016.145663
-0.34204,26,1016.555987
-0.9158435,40,1017.194718
-0.32470983,43,1017.882745
-0.17097288,25,1018.274522
-0.22768408,46,1018.977658
-0.057141483,28,1019.412699
11.160742,24,1019.799543
-0.21859914,17,1020.077689
11.187874,28,1020.514859
-0.5877602,37,1021.090664
-0.14796126,17,1021.361717
0.04969901,28,1021.806355
-0.17704463,25,1022.200688
-0.31861693,26,1022.613846
-1.0330484,49,1023.382788
-0.98093814,40,1023.992659
-0.54028225,26,1024.405682
0.14878905,26,1024.844599
0.14469129,30,1025.309599
-0.2762131,14,1025.572794
11.088779,29,1026.185567
-0.25440586,15,1026.485996
-1.029289,48,1027.354823
0.05584693,20,1027.682565
0.043155074,28,1028.11292
10.975822,29,1028.560662
10.984287,23,1028.924226
-2.3834457,258,1032.786788
-0.34197503,21,1033.116376
-0.3812701,26,1033.513118
0.028419971,23,1033.866737
0.03161788,25,1034.261689
10.949412,27,1034.685755
-0.61884236,49,1035.427378
-0.13836628,19,1035.732228
-0.34546065,17,1036.024179
11.0532255,23,1036.390771
0.2020579,24,1036.76975
-0.31315494,19,1037.069403
-0.26590973,44,1037.739959
0.064544976,30,1038.197792
0.044113398,28,1038.621013
10.970841,94,1040.09563
-0.5360111,14,1040.359555
-0.3183543,23,1040.787116
11.256833,33,1041.33662
-0.35325664,26,1041.761676
0.17007858,22,1042.147855
11.01403,26,1042.565599
11.1569605,20,1042.938804
-0.36726707,32,1043.460714
-1.4154309,258,1052.435916
-0.5022769,29,1052.880756
11.162027,32,1053.381043
-0.06001854,62,1054.339781
0.04616654,30,1054.792727
-2.429071,258,1058.692909
-0.40718406,28,1059.179746
-0.039284766,29,1059.649554
-0.23219216,18,1059.997804
-0.6300235,194,1063.135758
-0.5997919,48,1063.974656
-0.018828154,20,1064.316753
-0.38248885,17,1064.593173
-0.54308724,19,1064.892676
-0.17313474,17,1065.166923
-0.30168903,18,1065.452732
-0.36398095,15,1065.687701
0.0013076067,28,1066.126551
0.08633232,28,1066.55483
-0.350011,34,1067.065238
-0.1680057,39,1067.654459
11.158098,23,1068.008845
-0.68471575,1,1068.043715
-0.30889392,23,1068.399749
-0.6863316,23,1068.759699
-0.17160624,21,1069.090576
-0.28323704,15,1069.329721
-0.388403,24,1069.701699
11.294484,38,1070.279813
10.952774,23,1070.645679
11.163353,23,1071.025747
-0.09046739,29,1071.477609
0.08709544,25,1071.865786
11.113088,23,1072.225588
-0.2945879,32,1072.712459
11.247692,27,1073.124531
-0.26849872,26,1073.547938
-0.34807348,33,1074.057886
0.29062963,36,1074.601775
-1.0727609,23,1074.969769
11.061516,35,1075.534731
0.12071657,25,1075.943743
-0.76455796,29,1076.423598
11.260437,21,1076.761642
-0.18556434,28,1077.191996
-0.19300306,17,1077.471733
-0.5433515,35,1078.006619
-0.6614916,18,1078.301323
-0.15223408,18,1078.591424
0.15402257,30,1079.052682
0.15386796,26,1079.457583
-0.2534753,28,1079.889851
-2.4472184,258,1089.015523
-0.5855553,15,1089.252771
11.133366,25,1089.647612
11.178522,29,1090.098747
11.155351,23,1090.455749
11.216685,27,1090.915719
-0.3850112,28,1091.361701
-0.2964465,15,1091.599557
11.255592,30,1092.073029
11.2035885,29,1092.560342
-0.46210384,31,1093.056671
-0.08543986,26,1093.459224
10.986528,113,1095.224521
-0.6159016,20,1095.539748
-0.3799126,16,1095.789639
-0.28317565,15,1096.031588
-1.0854242,28,1096.461583
-0.24616939,15,1096.707552
-0.3747766,23,1097.06952
-0.76105666,24,1097.475219
0.17423195,30,1097.964606
-0.16303301,21,1098.298007
-0.31109756,26,1098.695757
11.314774,28,1099.121693
-0.31165123,15,1099.383575
-0.7177778,48,1100.115783
-0.15669954,25,1100.507608
-0.22260213,27,1100.925576
0.10328293,22,1101.267602
-0.29386002,27,1101.676636
-0.27299315,26,1102.096082
11.250574,30,1102.635738
0.10569745,22,1103.014607
11.107357,27,1103.453895
-0.045261443,29,1103.91063
-0.29482925,18,1104.192513
-0.36590534,16,1104.454597
-0.33798516,18,1104.747716
-0.18056524,22,1105.092478
-0.21959758,22,1105.439024
0.013023555,21,1105.766605
-0.23798817,26,1106.172671
11.013748,100,1107.713716
-0.042610407,30,1108.197651
-0.30644393,16,1108.454862
11.116019,25,1108.891536
-0.32900476,60,1109.901979
-0.027803242,18,1110.20397
-0.32871616,33,1110.843793
11.231812,34,1111.484938
-0.11650157,18,1111.791023
11.029669,25,1112.204749
-0.3224755,39,1112.875695
11.0809555,62,1113.883548
0.2727604,21,1114.276734
-0.2872367,18,1114.608776
-0.47273326,19,1114.917947
-0.85518134,39,1115.583652
11.022932,24,1116.017774
-0.997526,21,1116.361988
-0.3569004,15,1116.622597
-0.39505607,24,1117.005941
-0.5270087,20,1117.360586
-0.47987264,17,1117.714577
0.08260965,34,1118.265839
11.124933,29,1118.794455
11.11943,28,1119.225687
0.13664204,24,1119.611757
-0.24388355,22,1119.951549
11.0760145,28,1120.385924
-0.5521749,18,1120.671683
0.16656244,26,1121.065009
11.21702,42,1125.762766
-0.37350488,13,1126.012194
-0.9953245,42,1126.67667
-0.0028848648,28,1127.129034
0.19394094,53,1127.953613
-0.17553598,22,1128.295968
-0.8729451,46,1129.005754
-0.372526,25,1129.388842
-0.056075633,17,1129.677534
-0.20529616,39,1130.275782
-0.3523755,24,1130.652353
-0.2160716,22,1131.027792
-0.18035579,17,1131.29492
-2.3165798,258,1135.183971
-1.0969819,28,1135.631709
-0.3050046,24,1136.065926
-0.26624703,35,1136.646879
-0.5775362,32,1137.177719
-0.26756525,51,1137.965908
-0.5477089,14,1138.186541
-0.58934534,16,1138.442974
-0.25194633,28,1138.862935
0.18449777,29,1139.304383
-0.63243794,21,1139.626719
0.15765548,26,1140.048714
-0.87891334,59,1140.944715
11.120103,19,1141.251766
-0.115620375,26,1141.649169
-0.28643692,21,1141.973018
-0.45489454,17,1142.250729
-0.5935342,23,1142.613987
-0.27254885,24,1142.990846
-0.18957818,19,1143.288754
11.071875,35,1143.864013
-0.2665636,25,1144.254518
-0.30255592,26,1144.656571
-0.2727458,25,1145.031783
-0.30626184,23,1145.391587
-0.63062435,4,1145.472542
-0.023599029,17,1145.746722
-0.26564533,15,1145.981781
-2.3672905,258,1149.916619
-0.2730931,24,1150.31205
